Fujiyoshida,     富士吉田市,  Yamanashi,   51879,  121.83,  426,     1951-03-20
Tsuru,   都留市,  Yamanashi,   34439,  161.58,  213,     1954-04-29
Ōtsuki,  大月市,  Yamanashi,   29869,  280.30,  107,     1954-08-08
Nirasaki,    韮崎市,  Yamanashi,   33539,  143.73,  233,     1954-10-10
Minami-Alps, 南アルプス,市,    Yamanashi,   72295,  264.06,  274,     2003-04-01
Kai,     甲斐市,  Yamanashi,   74077,  71.94,   1030,   2004-09-01
Fuefuki,     笛吹市,  Yamanashi,   71184,  201.92,  353,     2004-10-12
Hokuto,  北杜市,  Yamanashi,   47754,  602.89,  79.2,    2004-11-01
Uenohara,    上野原市,    Yamanashi,   28295,  170.65,  166,     2005-02-13
Yamanashi,   山梨市,  Yamanashi,   38202,  289.87,  132,     2005-03-22
Kōshū,   甲州市,  Yamanashi,   35072,  264.01,  133,     2005-11-01
Chūō,    中央市,  Yamanashi,   31875,  31.81,   1002,   2006-02-01
